| 0001 | {{#icon:001}} | [[Bisasam]] | Bulbasaur | Bulbizarre | {{Ruby|フシギダネ|Fushigidane}} | {{Ruby|이상해씨|Isanghessi}} | {{Ruby|妙蛙種子 / 妙蛙种子|Miàowāzhǒngzǐ}} | {{#ic:Pflanze}}&nbsp;{{#ic:Gift}}
| 0608 | {{#icon:608}} | [[Laternecto]] | Lampent | Mélancolux | {{Ruby|ランプラー|Lampler}} | {{Ruby|램프라|Lampler}} | {{Ruby|燈火幽靈 / 灯火幽灵|Dēnghuǒyōulíng}} | {{#ic:Geist}}&nbsp;{{#ic:Feuer}}
| 0609 | {{#icon:609}} | [[Skelabra]] | Chandelure | Lugulabre | {{Ruby|シャンデラ|Chandela}} | {{Ruby|샹델라|Chandela}} | {{Ruby|水晶燈火靈 / 水晶灯火灵|Shuǐjīngdēnghuǒlíng}} | {{#ic:Geist}}&nbsp;{{#ic:Feuer}}
| 0610 | {{#icon:610}} | [[Milza]] | Axew | Coupenotte | {{Ruby|キバゴ|Kibago}} | {{Ruby|터검니|Teogeomni}} | {{Ruby|牙牙 / 牙牙|Yáyá}} | {{#ic:Drache}}
| 0611 | {{#icon:611}} | [[Sharfax]] | Fraxure | Incisache | {{Ruby|オノンド|Onondo}} | {{Ruby|액슨도|Axndo}} | {{Ruby|斧牙龍 / 斧牙龙|Fǔyálóng}} | {{#ic:Drache}}
| 0612 | {{#icon:612}} | [[Maxax]] | Haxorus | Tranchodon | {{Ruby|オノノクス|Ononokus}} | {{Ruby|액스라이즈|Axrise}} | {{Ruby|雙斧戰龍 / 双斧战龙|Shuāngfǔzhànlóng}} | {{#ic:Drache}}
| 0613 | {{#icon:613}} | [[Petznief]] | Cubchoo | Polarhume | {{Ruby|クマシュン|Kumasyun}} | {{Ruby|코고미|Kogomi}} | {{Ruby|噴嚏熊 / 喷嚏熊|Pēntìxióng}} | {{#ic:Eis}}
| 0614 | {{#icon:614}} | [[Siberio]] | Beartic | Polagriffe | {{Ruby|ツンベアー|Tunbear}} | {{Ruby|툰베어|Tunbear}} | {{Ruby|凍原熊 / 冻原熊|Dòngyuánxióng}} | {{#ic:Eis}}
| 0615 | {{#icon:615}} | [[Frigometri]] | Cryogonal | Hexagel | {{Ruby|フリージオ|Freegeo}} | {{Ruby|프리지오|Freegeo}} | {{Ruby|幾何雪花 / 几何雪花|Jǐhéxuěhuā}} | {{#ic:Eis}}
| 0616 | {{#icon:616}} | [[Schnuthelm]] | Shelmet | Escargaume | {{Ruby|チョボマキ|Chobomaki}} | {{Ruby|쪼마리|Jjomari}} | {{Ruby|小嘴蝸 / 小嘴蜗|Xiǎozuǐwō}} | {{#ic:Käfer}}
| 0617 | {{#icon:617}} | [[Hydragil]] | Accelgor | Limaspeed | {{Ruby|アギルダー|Agilder}} | {{Ruby|어지리더|Eojirideo}} | {{Ruby|敏捷蟲 / 敏捷虫|Mǐnjiéchóng}} | {{#ic:Käfer}}
| 0618 | {{#icon:618}} | [[Flunschlik]] | Stunfisk | Limonde | {{Ruby|マッギョ|Maggyo}} | {{Ruby|메더|Medeo}} | {{Ruby|泥巴魚 / 泥巴鱼|Níbāyú}} | {{#ic:Boden}}&nbsp;{{#ic:Elektro}}
| 0619 | {{#icon:619}} | [[Lin-Fu]] | Mienfoo | Kungfouine | {{Ruby|コジョフー|Kojofu}} | {{Ruby|비조푸|Bizofu}} | {{Ruby|功夫鼬 / 功夫鼬|Gōngfūyòu}} | {{#ic:Kampf}}
| 0620 | {{#icon:620}} | [[Wie-Shu]] | Mienshao | Shaofouine | {{Ruby|コジョンド|Kojondo}} | {{Ruby|비조도|Bizodo}} | {{Ruby|師父鼬 / 师父鼬|Shīfùyòu}} | {{#ic:Kampf}}
| 0621 | {{#icon:621}} | [[Shardrago]] | Druddigon | Drakkarmin | {{Ruby|クリムガン|Crimgan}} | {{Ruby|크리만|Criman}} | {{Ruby|赤面龍 / 赤面龙|Chìmiànlóng}} | {{#ic:Drache}}
| 0622 | {{#icon:622}} | [[Golbit]] | Golett | Gringolem | {{Ruby|ゴビット|Gobit}} | {{Ruby|골비람|Golbiram}} | {{Ruby|泥偶小人 / 泥偶小人|Ní'ǒuxiǎorén}} | {{#ic:Boden}}&nbsp;{{#ic:Geist}}
| 0623 | {{#icon:623}} | [[Golgantes]] | Golurk | Golemastoc | {{Ruby|ゴルーグ|Goloog}} | {{Ruby|골루그|Goloog}} | {{Ruby|泥偶巨人 / 泥偶巨人|Ní'ǒujùrén}} | {{#ic:Boden}}&nbsp;{{#ic:Geist}}
| 0624 | {{#icon:624}} | [[Gladiantri]] | Pawniard | Scalpion | {{Ruby|コマタナ|Komatana}} | {{Ruby|자망칼|Jamangkal}} | {{Ruby|駒刀小兵 / 驹刀小兵|Jūdāoxiǎobīng}} | {{#ic:Unlicht}}&nbsp;{{#ic:Stahl}}
| 0625 | {{#icon:625}} | [[Caesurio]] | Bisharp | Scalproie | {{Ruby|キリキザン|Kirikizan}} | {{Ruby|절각참|Jeolgakcham}} | {{Ruby|劈斬司令 / 劈斩司令|Pīzhǎnsīlìng}} | {{#ic:Unlicht}}&nbsp;{{#ic:Stahl}}
| 0626 | {{#icon:626}} | [[Bisofank]] | Bouffalant | Frison | {{Ruby|バッフロン|Buffron}} | {{Ruby|버프론|Buffron}} | {{Ruby|爆炸頭水牛 / 爆炸头水牛|Bàozhàtóushuǐniú}} | {{#ic:Normal}}
| 0627 | {{#icon:627}} | [[Geronimatz]] | Rufflet | Furaiglon | {{Ruby|ワシボン|Washibon}} | {{Ruby|수리둥보|Suridungbo}} | {{Ruby|毛頭小鷹 / 毛头小鹰|Máotóuxiǎoyīng}} | {{#ic:Normal}}&nbsp;{{#ic:Flug}}
| 0628 | {{#icon:628}} | [[Washakwil]] | Braviary | Gueriaigle | {{Ruby|ウォーグル|Warrgle}} | {{Ruby|워글|Warrgle}} | {{Ruby|勇士雄鷹 / 勇士雄鹰|Yǒngshìxióngyīng}} | {{#ic:Normal}}&nbsp;{{#ic:Flug}}
| 0629 | {{#icon:629}} | [[Skallyk]] | Vullaby | Vostourno | {{Ruby|バルチャイ|Valchai}} | {{Ruby|벌차이|Beolchai}} | {{Ruby|禿鷹丫頭 / 秃鹰丫头|Tūyīngyātóu}} | {{#ic:Unlicht}}&nbsp;{{#ic:Flug}}
| 0630 | {{#icon:630}} | [[Grypheldis]] | Mandibuzz | Vaututrice | {{Ruby|バルジーナ|Vulgina}} | {{Ruby|버랜지나|Beorenjina}} | {{Ruby|禿鷹娜 / 秃鹰娜|Tūyīngnà}} | {{#ic:Unlicht}}&nbsp;{{#ic:Flug}}
| 0631 | {{#icon:631}} | [[Furnifraß]] | Heatmor | Aflamanoir | {{Ruby|クイタラン|Kuitaran}} | {{Ruby|앤티골|Antigol}} | {{Ruby|熔蟻獸 / 熔蚁兽|Róngyǐshòu}} | {{#ic:Feuer}}
| 0632 | {{#icon:632}} | [[Fermicula]] | Durant | Fermite | {{Ruby|アイアント|Aiant}} | {{Ruby|아이앤트|Aiant}} | {{Ruby|鐵蟻 / 铁蚁|Tiěyǐ}} | {{#ic:Käfer}}&nbsp;{{#ic:Stahl}}
| 0633 | {{#icon:633}} | [[Kapuno]] | Deino | Solochi | {{Ruby|モノズ|Monozu}} | {{Ruby|모노두|Monodoo}} | {{Ruby|單首龍 / 单首龙|Dānshǒulóng}} | {{#ic:Unlicht}}&nbsp;{{#ic:Drache}}
| 0634 | {{#icon:634}} | [[Duodino]] | Zweilous | Diamat | {{Ruby|ジヘッド|Dihead}} | {{Ruby|디헤드|Dihead}} | {{Ruby|雙首暴龍 / 双首暴龙|Shuāngshǒubàolóng}} | {{#ic:Unlicht}}&nbsp;{{#ic:Drache}}
| 0635 | {{#icon:635}} | [[Trikephalo]] | Hydreigon | Trioxhydre | {{Ruby|サザンドラ|Sazandora}} | {{Ruby|삼삼드래|Samsamdrae}} | {{Ruby|三首惡龍 / 三首恶龙|Sānshǒu'èlóng}} | {{#ic:Unlicht}}&nbsp;{{#ic:Drache}}
| 0636 | {{#icon:636}} | [[Ignivor]] | Larvesta | Pyronille | {{Ruby|メラルバ|Merlarva}} | {{Ruby|활화르바|Hwalhwaruba}} | {{Ruby|燃燒蟲 / 燃烧虫|Ránshāochóng}} | {{#ic:Käfer}}&nbsp;{{#ic:Feuer}}
| 0637 | {{#icon:637}} | [[Ramoth]] | Volcarona | Pyrax | {{Ruby|ウルガモス|Ulgamoth}} | {{Ruby|불카모스|Bulkamos}} | {{Ruby|火神蛾 / 火神蛾|Huǒshén'é}} | {{#ic:Käfer}}&nbsp;{{#ic:Feuer}}
| 0638 | {{#icon:638}} | [[Kobalium]] | Cobalion | Cobaltium | {{Ruby|コバルオン|Cobalon}} | {{Ruby|코바르온|Cobalon}} | {{Ruby|勾帕路翁 / 勾帕路翁|Gōupàlùwēng}} | {{#ic:Stahl}}&nbsp;{{#ic:Kampf}}
| 0639 | {{#icon:639}} | [[Terrakium]] | Terrakion | Terrakium | {{Ruby|テラキオン|Terrakion}} | {{Ruby|테라키온|Terrakion}} | {{Ruby|代拉基翁 / 代拉基翁|Dàilājīwēng}} | {{#ic:Gestein}}&nbsp;{{#ic:Kampf}}
| 0640 | {{#icon:640}} | [[Viridium]] | Virizion | Viridium | {{Ruby|ビリジオン|Virizion}} | {{Ruby|비리디온|Virizion}} | {{Ruby|畢力吉翁 / 毕力吉翁|Bìlìjíwēng}} | {{#ic:Pflanze}}&nbsp;{{#ic:Kampf}}
| 0641 | {{#icon:641}} | [[Boreos]] | Tornadus | Boréas | {{Ruby|トルネロス|Tornelos}} | {{Ruby|토네로스|Tornelos}} | {{Ruby|龍捲雲 / 龙卷云|Lóngjuǎnyún}} | {{#ic:Flug}}
| 0642 | {{#icon:642}} | [[Voltolos]] | Thundurus | Fulguris | {{Ruby|ボルトロス|Voltolos}} | {{Ruby|볼트로스|Voltolos}} | {{Ruby|雷電雲 / 雷电云|Léidiànyún}} | {{#ic:Elektro}}&nbsp;{{#ic:Flug}}
| 0643 | {{#icon:643}} | [[Reshiram]] | Reshiram | Reshiram | {{Ruby|レシラム|Reshiram}} | {{Ruby|레시라무|Reshiram}} | {{Ruby|萊希拉姆 / 莱希拉姆|Láixīlāmǔ}} | {{#ic:Drache}}&nbsp;{{#ic:Feuer}}
| 0644 | {{#icon:644}} | [[Zekrom]] | Zekrom | Zekrom | {{Ruby|ゼクロム|Zekrom}} | {{Ruby|제크로무|Zekrom}} | {{Ruby|捷克羅姆 / 捷克罗姆|Jiékèluómǔ}} | {{#ic:Drache}}&nbsp;{{#ic:Elektro}}
| 0645 | {{#icon:645}} | [[Demeteros]] | Landorus | Démétéros | {{Ruby|ランドロス|Landlos}} | {{Ruby|랜드로스|Landlos}} | {{Ruby|土地雲 / 土地云|Tǔdìyún}} | {{#ic:Boden}}&nbsp;{{#ic:Flug}}
| 0646 | {{#icon:646}} | [[Kyurem]] | Kyurem | Kyurem | {{Ruby|キュレム|Kyurem}} | {{Ruby|큐레무|Kyurem}} | {{Ruby|酋雷姆 / 酋雷姆|Qiúléimǔ}} | {{#ic:Drache}}&nbsp;{{#ic:Eis}}
| 0647 | {{#icon:647}} | [[Keldeo]] | Keldeo | Keldeo | {{Ruby|ケルディオ|Keldeo}} | {{Ruby|케르디오|Kereudio}} | {{Ruby|凱路迪歐 / 凯路迪欧|Kǎilùdí'ōu}} | {{#ic:Wasser}}&nbsp;{{#ic:Kampf}}
| 0648 | {{#icon:648}} | [[Meloetta]] | Meloetta | Meloetta | {{Ruby|メロエッタ|Meloetta}} | {{Ruby|메로엣타|Meroetta}} | {{Ruby|美洛耶塔 / 美洛耶塔|Měiluòyētǎ}} | {{#ic:Normal}}&nbsp;{{#ic:Psycho}}
| 0649 | {{#icon:649}} | [[Genesect]] | Genesect | Genesect | {{Ruby|ゲノセクト|Genesect}} | {{Ruby|게노세크트|Genosekeuteu}} | {{Ruby|蓋諾賽克特 / 盖诺赛克特|Gàinuòsàikètè}} | {{#ic:Käfer}}&nbsp;{{#ic:Stahl}}
| 0650 | {{#icon:650}} | [[Igamaro]] | Chespin | Marisson | {{Ruby|ハリマロン|Harimaron}} | {{Ruby|도치마론|Dochimaron}} | {{Ruby|哈力栗 / 哈力栗|Hālìlì}} | {{#ic:Pflanze}}
| 0651 | {{#icon:651}} | [[Igastarnish]] | Quilladin | Boguérisse | {{Ruby|ハリボーグ|Hariborg}} | {{Ruby|도치보구|Dochibogu}} | {{Ruby|胖胖哈力 / 胖胖哈力|Pàngpànghālì}} | {{#ic:Pflanze}}
| 0652 | {{#icon:652}} | [[Brigaron]] | Chesnaught | Blindépique | {{Ruby|ブリガロン|Brigarron}} | {{Ruby|브리가론|Beurigaron}} | {{Ruby|布里卡隆 / 布里卡隆|Bùlǐkǎlóng}} | {{#ic:Pflanze}}&nbsp;{{#ic:Kampf}}
| 0653 | {{#icon:653}} | [[Fynx]] | Fennekin | Feunnec | {{Ruby|フォッコ|Fokko}} | {{Ruby|푸호꼬|Puhokko}} | {{Ruby|火狐狸 / 火狐狸|Huǒhúlí}} | {{#ic:Feuer}}
| 0654 | {{#icon:654}} | [[Rutena]] | Braixen | Roussil | {{Ruby|テールナー|Tairenar}} | {{Ruby|테르나|Tereuna}} | {{Ruby|長尾火狐 / 长尾火狐|Chángwěihuǒhú}} | {{#ic:Feuer}}
| 0655 | {{#icon:655}} | [[Fennexis]] | Delphox | Goupelin | {{Ruby|マフォクシー|Mahoxy}} | {{Ruby|마폭시|Mapoksi}} | {{Ruby|妖火紅狐 / 妖火红狐|Yāohuǒhónghú}} | {{#ic:Feuer}}&nbsp;{{#ic:Psycho}}
| 0656 | {{#icon:656}} | [[Froxy]] | Froakie | Grenousse | {{Ruby|ケロマツ|Keromatsu}} | {{Ruby|개구마르|Gaegumareu}} | {{Ruby|呱呱泡蛙 / 呱呱泡蛙|Guāguāpàowā}} | {{#ic:Wasser}}
| 0657 | {{#icon:657}} | [[Amphizel]] | Frogadier | Croâporal | {{Ruby|ゲコガシラ|Gekogashira}} | {{Ruby|개굴반장|Gaegulbanjang}} | {{Ruby|呱頭蛙 / 呱头蛙|Guātóuwā}} | {{#ic:Wasser}}
| 0658 | {{#icon:658}} | [[Quajutsu]] | Greninja | Amphinobi | {{Ruby|ゲッコウガ|Gekkouga}} | {{Ruby|개굴닌자|Gaegulninja}} | {{Ruby|甲賀忍蛙 / 甲贺忍蛙|Jiǎhèrěnwā}} | {{#ic:Wasser}}&nbsp;{{#ic:Unlicht}}
| 0659 | {{#icon:659}} | [[Scoppel]] | Bunnelby | Sapereau | {{Ruby|ホルビー|Horubee}} | {{Ruby|파르빗|Pareubit}} | {{Ruby|掘掘兔 / 掘掘兔|Juéjuétù}} | {{#ic:Normal}}
| 0660 | {{#icon:660}} | [[Grebbit]] | Diggersby | Excavarenne | {{Ruby|ホルード|Horudo}} | {{Ruby|파르토|Pareuto}} | {{Ruby|掘地兔 / 掘地兔|Juédìtù}} | {{#ic:Normal}}&nbsp;{{#ic:Boden}}
| 0661 | {{#icon:661}} | [[Dartiri]] | Fletchling | Passerouge | {{Ruby|ヤヤコマ|Yayakoma}} | {{Ruby|화살꼬빈|Hwasalkkobin}} | {{Ruby|小箭雀 / 小箭雀|Xiǎojiànquè}} | {{#ic:Normal}}&nbsp;{{#ic:Flug}}
| 0662 | {{#icon:662}} | [[Dartignis]] | Fletchinder | Braisillon | {{Ruby|ヒノヤコマ|Hinoyakoma}} | {{Ruby|불화살빈|Bulhwasalbin}} | {{Ruby|火箭雀 / 火箭雀|Huǒjiànquè}} | {{#ic:Feuer}}&nbsp;{{#ic:Flug}}
| 0663 | {{#icon:663}} | [[Fiaro]] | Talonflame | Flambusard | {{Ruby|ファイアロー|Fiarrow}} | {{Ruby|파이어로|Paieoro}} | {{Ruby|烈箭鷹 / 烈箭鹰|Lièjiànyīng}} | {{#ic:Feuer}}&nbsp;{{#ic:Flug}}
| 0664 | {{#icon:664}} | [[Purmel]] | Scatterbug | Lépidonille | {{Ruby|コフキムシ|Kofukimushi}} | {{Ruby|분이벌레|Bunibeolle}} | {{Ruby|粉蝶蟲 / 粉蝶虫|Fěndiéchóng}} | {{#ic:Käfer}}
| 0665 | {{#icon:665}} | [[Puponcho]] | Spewpa | Pérégrain | {{Ruby|コフーライ|Kofuurai}} | {{Ruby|분떠도리|Buntteodori}} | {{Ruby|粉蝶蛹 / 粉蝶蛹|Fěndiéyǒng}} | {{#ic:Käfer}}
| 0666 | {{#icon:666}} | [[Vivillon]] | Vivillon | Prismillon | {{Ruby|ビビヨン|Viviyon}} | {{Ruby|비비용|Bibiyong}} | {{Ruby|彩粉蝶 / 彩粉蝶|Cǎifěndié}} | {{#ic:Käfer}}&nbsp;{{#ic:Flug}}
| 0667 | {{#icon:667}} | [[Leufeo]] | Litleo | Hélionceau | {{Ruby|シシコ|Shishiko}} | {{Ruby|레오꼬|Reokko}} | {{Ruby|小獅獅 / 小狮狮|Xiǎoshīshī}} | {{#ic:Feuer}}&nbsp;{{#ic:Normal}}
| 0668 | {{#icon:668}} | [[Pyroleo]] | Pyroar | Némélios | {{Ruby|カエンジシ|Kaenjishi}} | {{Ruby|화염레오|Hwayeomreo}} | {{Ruby|火炎獅 / 火炎狮|Huǒyánshī}} | {{#ic:Feuer}}&nbsp;{{#ic:Normal}}
| 0669 | {{#icon:669}} | [[Flabébé]] | Flabébé | Flabébé | {{Ruby|フラベベ|Flabebe}} | {{Ruby|플라베베|Peullabebe}} | {{Ruby|花蓓蓓 / 花蓓蓓|Huābèibèi}} | {{#ic:Fee}}
| 0670 | {{#icon:670}} | [[Floette]] | Floette | Floette | {{Ruby|フラエッテ|Floette}} | {{Ruby|플라엣테|Peullaette}} | {{Ruby|花葉蒂 / 花叶蒂|Huāyèdì}} | {{#ic:Fee}}
| 0671 | {{#icon:671}} | [[Florges]] | Florges | Florges | {{Ruby|フラージェス|Florges}} | {{Ruby|플라제스|Peullajeseu}} | {{Ruby|花潔夫人 / 花洁夫人|Huājiéfūrén}} | {{#ic:Fee}}
| 0672 | {{#icon:672}} | [[Mähikel]] | Skiddo | Cabriolaine | {{Ruby|メェークル|Meecle}} | {{Ruby|메이클|Meikeul}} | {{Ruby|坐騎小羊 / 坐骑小羊|Zuòqíxiǎoyáng}} | {{#ic:Pflanze}}
| 0673 | {{#icon:673}} | [[Chevrumm]] | Gogoat | Chevroum | {{Ruby|ゴーゴート|Gogoat}} | {{Ruby|고고트|Gogoteu}} | {{Ruby|坐騎山羊 / 坐骑山羊|Zuòqíshānyáng}} | {{#ic:Pflanze}}
| 0674 | {{#icon:674}} | [[Pam-Pam]] | Pancham | Pandespiègle | {{Ruby|ヤンチャム|Yancham}} | {{Ruby|판짱|Panjjang}} | {{Ruby|頑皮熊貓 / 顽皮熊猫|Wánpíxióngmāo}} | {{#ic:Kampf}}
| 0675 | {{#icon:675}} | [[Pandagro]] | Pangoro | Pandarbare | {{Ruby|ゴロンダ|Goronda}} | {{Ruby|부란다|Buranda}} | {{Ruby|流氓熊貓 / {{tt|霸道熊猫|früher: 流氓熊猫}}|Liúmángxióngmāo / Bàdàoxióngmāo}} | {{#ic:Kampf}}&nbsp;{{#ic:Unlicht}}
| 0676 | {{#icon:676}} | [[Coiffwaff]] | Furfrou | Couafarel | {{Ruby|トリミアン|Trimmien}} | {{Ruby|트리미앙|Teurimiang}} | {{Ruby|多麗米亞 / 多丽米亚|Duōlìmǐyà}} | {{#ic:Normal}}
| 0677 | {{#icon:677}} | [[Psiau]] | Espurr | Psystigri | {{Ruby|ニャスパー|Nyasper}} | {{Ruby|냐스퍼|Nyaseupeo}} | {{Ruby|妙喵 / 妙喵|Miàomiāo}} | {{#ic:Psycho}}
| 0678 | {{#icon:678}} | [[Psiaugon]] | Meowstic | Mistigrix | {{Ruby|ニャオニクス|Nyaonix}} | {{Ruby|냐오닉스|Nyaonikseu}} | {{Ruby|超能妙喵 / 超能妙喵|Chāonéngmiàomiāo}} | {{#ic:Psycho}}
| 0679 | {{#icon:679}} | [[Gramokles]] | Honedge | Monorpale | {{Ruby|ヒトツキ|Hitotsuki}} | {{Ruby|단칼빙|Dankalbing}} | {{Ruby|獨劍鞘 / 独剑鞘|Dújiànqiào}} | {{#ic:Stahl}}&nbsp;{{#ic:Geist}}
| 0680 | {{#icon:680}} | [[Duokles]] | Doublade | Dimoclès | {{Ruby|ニダンギル|Nidangill}} | {{Ruby|쌍검킬|Ssanggeomkil}} | {{Ruby|雙劍鞘 / 双剑鞘|Shuāngjiànqiào}} | {{#ic:Stahl}}&nbsp;{{#ic:Geist}}
| 0681 | {{#icon:681}} | [[Durengard]] | Aegislash | Exagide | {{Ruby|ギルガルド|Gillgard}} | {{Ruby|킬가르도|Kilgareudo}} | {{Ruby|堅盾劍怪 / 坚盾剑怪|Jiāndùnjiànguài}} | {{#ic:Stahl}}&nbsp;{{#ic:Geist}}
| 0682 | {{#icon:682}} | [[Parfi]] | Spritzee | Fluvetin | {{Ruby|シュシュプ|Shushupu}} | {{Ruby|슈쁘|Syuppeu}} | {{Ruby|粉香香 / 粉香香|Fěnxiāngxiāng}} | {{#ic:Fee}}
| 0683 | {{#icon:683}} | [[Parfinesse]] | Aromatisse | Cocotine | {{Ruby|フレフワン|Frefuwan}} | {{Ruby|프레프티르|Peurepeutireu}} | {{Ruby|芳香精 / 芳香精|Fāngxiāngjīng}} | {{#ic:Fee}}
| 0684 | {{#icon:684}} | [[Flauschling]] | Swirlix | Sucroquin | {{Ruby|ペロッパフ|Peroppafu}} | {{Ruby|나룸퍼프|Narumpeopeu}} | {{Ruby|綿綿泡芙 / 绵绵泡芙|Miánmiánpàofú}} | {{#ic:Fee}}
| 0685 | {{#icon:685}} | [[Sabbaione]] | Slurpuff | Cupcanaille | {{Ruby|ペロリーム|Peroream}} | {{Ruby|나루림|Narurim}} | {{Ruby|胖甜妮 / 胖甜妮|Pàngtiánnī}} | {{#ic:Fee}}
| 0686 | {{#icon:686}} | [[Iscalar]] | Inkay | Sepiatop | {{Ruby|マーイーカ|Maaiika}} | {{Ruby|오케이징|Okeijing}} | {{Ruby|好啦魷 / 好啦鱿|Hǎolāyóu}} | {{#ic:Unlicht}}&nbsp;{{#ic:Psycho}}
| 0687 | {{#icon:687}} | [[Calamanero]] | Malamar | Sepiatroce | {{Ruby|カラマネロ|Calamanero}} | {{Ruby|칼라마네로|Kallamanero}} | {{Ruby|烏賊王 / 乌贼王|Wūzéiwáng}} | {{#ic:Unlicht}}&nbsp;{{#ic:Psycho}}
| 0688 | {{#icon:688}} | [[Bithora]] | Binacle | Opermine | {{Ruby|カメテテ|Kametete}} | {{Ruby|거북손손|Geoboksonson}} | {{Ruby|龜腳腳 / 龟脚脚|Guījiǎojiǎo}} | {{#ic:Gestein}}&nbsp;{{#ic:Wasser}}
| 0689 | {{#icon:689}} | [[Thanathora]] | Barbaracle | Golgopathe | {{Ruby|ガメノデス|Gamenodes}} | {{Ruby|거북손데스|Geoboksondeseu}} | {{Ruby|龜足巨鎧 / 龟足巨铠|Guīzújùkǎi}} | {{#ic:Gestein}}&nbsp;{{#ic:Wasser}}
| 0690 | {{#icon:690}} | [[Algitt]] | Skrelp | Venalgue | {{Ruby|クズモー|Kuzumo}} | {{Ruby|수레기|Suregi}} | {{Ruby|垃垃藻 / 垃垃藻|Lālāzǎo}} | {{#ic:Gift}}&nbsp;{{#ic:Wasser}}
| 0691 | {{#icon:691}} | [[Tandrak]] | Dragalge | Kravarech | {{Ruby|ドラミドロ|Dramidoro}} | {{Ruby|드래캄|Deuraekam}} | {{Ruby|毒藻龍 / 毒藻龙|Dúzǎolóng}} | {{#ic:Gift}}&nbsp;{{#ic:Drache}}
| 0692 | {{#icon:692}} | [[Scampisto]] | Clauncher | Flingouste | {{Ruby|ウデッポウ|Udeppou}} | {{Ruby|완철포|Wancheolpo}} | {{Ruby|鐵臂槍蝦 / 铁臂枪虾|Tiěbìqiāngxiā}} | {{#ic:Wasser}}
| 0693 | {{#icon:693}} | [[Wummer]] | Clawitzer | Gamblast | {{Ruby|ブロスター|Bloster}} | {{Ruby|블로스터|Beulloseuteo}} | {{Ruby|鋼炮臂蝦 / 钢炮臂虾|Gāngpàobìxiā}} | {{#ic:Wasser}}
| 0694 | {{#icon:694}} | [[Eguana]] | Helioptile | Galvaran | {{Ruby|エリキテル|Erikiteru}} | {{Ruby|목도리키텔|Mokdorikitel}} | {{Ruby|傘電蜥 / 伞电蜥|Sǎndiànxī}} | {{#ic:Elektro}}&nbsp;{{#ic:Normal}}
| 0695 | {{#icon:695}} | [[Elezard]] | Heliolisk | Iguolta | {{Ruby|エレザード|Elezard}} | {{Ruby|일레도리자드|Illedorijadeu}} | {{Ruby|光電傘蜥 / 光电伞蜥|Guāngdiànsǎnxī}} | {{#ic:Elektro}}&nbsp;{{#ic:Normal}}
| 0696 | {{#icon:696}} | [[Balgoras]] | Tyrunt | Ptyranidur | {{Ruby|チゴラス|Chigoras}} | {{Ruby|티고라스|Tigoraseu}} | {{Ruby|寶寶暴龍 / 宝宝暴龙|Bǎobǎobàolóng}} | {{#ic:Gestein}}&nbsp;{{#ic:Drache}}
| 0697 | {{#icon:697}} | [[Monargoras]] | Tyrantrum | Rexillius | {{Ruby|ガチゴラス|Gachigoras}} | {{Ruby|견고라스|Gyeongoraseu}} | {{Ruby|怪顎龍 / 怪颚龙|Guài'èlóng}} | {{#ic:Gestein}}&nbsp;{{#ic:Drache}}
| 0698 | {{#icon:698}} | [[Amarino]] | Amaura | Amagara | {{Ruby|アマルス|Amarus}} | {{Ruby|아마루스|Amaruseu}} | {{Ruby|冰雪龍 / 冰雪龙|Bīngxuělóng}} | {{#ic:Gestein}}&nbsp;{{#ic:Eis}}
| 0699 | {{#icon:699}} | [[Amagarga]] | Aurorus | Dragmara | {{Ruby|アマルルガ|Amaruruga}} | {{Ruby|아마루르가|Amarureuga}} | {{Ruby|冰雪巨龍 / 冰雪巨龙|Bīngxuějùlóng}} | {{#ic:Gestein}}&nbsp;{{#ic:Eis}}
| 0700 | {{#icon:700}} | [[Feelinara]] | Sylveon | Nymphali | {{Ruby|ニンフィア|Nymphia}} | {{Ruby|님피아|Nymphia}} | {{Ruby|仙子伊布 / 仙子伊布|Xiānzǐyībù}} | {{#ic:Fee}}
| 0701 | {{#icon:701}} | [[Resladero]] | Hawlucha | Brutalibré | {{Ruby|ルチャブル|Luchabull}} | {{Ruby|루차불|Ruchabul}} | {{Ruby|摔角鷹人 / 摔角鹰人|Shuāijiǎoyīngrén}} | {{#ic:Kampf}}&nbsp;{{#ic:Flug}}
| 0702 | {{#icon:702}} | [[Dedenne]] | Dedenne | Dedenne | {{Ruby|デデンネ|Dedenne}} | {{Ruby|데덴네|Dedenne}} | {{Ruby|咚咚鼠 / 咚咚鼠|Dōngdōngshǔ}} | {{#ic:Elektro}}&nbsp;{{#ic:Fee}}
| 0703 | {{#icon:703}} | [[Rocara]] | Carbink | Strassie | {{Ruby|メレシー|Melecie}} | {{Ruby|멜리시|Mellisi}} | {{Ruby|小碎鑽 / 小碎钻|Xiǎosuìzuàn}} | {{#ic:Gestein}}&nbsp;{{#ic:Fee}}
| 0704 | {{#icon:704}} | [[Viscora]] | Goomy | Mucuscule | {{Ruby|ヌメラ|Numera}} | {{Ruby|미끄메라|Mikkeumera}} | {{Ruby|黏黏寶 / 黏黏宝|Niánniánbǎo}} | {{#ic:Drache}}
| 0705 | {{#icon:705}} | [[Viscargot]] | Sliggoo | Colimucus | {{Ruby|ヌメイル|Numeil}} | {{Ruby|미끄네일|Mikkeuneil}} | {{Ruby|黏美兒 / 黏美儿|Niánměi'ér}} | {{#ic:Drache}}
